id,Title,Price,Year,Mileage,Fuel_Type,Horsepower,Transmission,Page,Link
129,Honda N Wgn 2019 G for Sale,PKR 31.8 lacs,2019,"45,000 km",Petrol,660 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-n-wgn-2019-for-sale-in-lahore-9311708
130,Toyota Corolla 2009 GLi 1.3 VVTi for Sale,PKR 40 lacs,2009,"17,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-lahore-9066179
131,Suzuki Cultus 2018 VXL for Sale,PKR 25.5 lacs,2018,"73,667 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9311942
132,Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 28.9 lacs,2013,"190,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-9314604
133,KIA Picanto 2024 1.0 MT for Sale,PKR 35.5 lacs,2024,"3,180 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/kia-picanto-2024-for-sale-in-lahore-9255037
134,Suzuki Cultus 2024 Auto Gear Shift for Sale,PKR 34.5 lacs,2024,"32,000 km",Petrol,1000 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/suzuki-cultus-2024-for-sale-in-lahore-9315144
135,Suzuki Liana 2006 RXi for Sale,PKR 15.6 lacs,2006,"139,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-liana-2006-for-sale-in-lahore-7885528
136,Toyota Aqua 2014 S for Sale,PKR 36.5 lacs,2014,"191,000 km",Hybrid,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/toyota-aqua-2014-for-sale-in-lahore-9315189
137,Suzuki Wagon R 2022 VXL for Sale,PKR 28.45 lacs,2022,"48,000 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-lahore-9241448
138,Suzuki Hustler 2014 X for Sale,PKR 23.5 lacs,2014,"161,500 km",Petrol,660 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/suzuki-hustler-2014-for-sale-in-lahore-9296338
139,Honda Civic Eagle Eye 2005 EXi for Sale,PKR 14.5 lacs,2005,"350,000 km",Petrol,1500 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-9131253
140,Honda Civic 2022 1.5 VTEC Turbo Oriel for Sale,PKR 76 lacs,2022,"19,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9315178
141,Honda Civic 11th Generation 2022 Oriel for Sale,PKR 77.9 lacs,2022,"34,100 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9315173
142,Honda BR-V 2017 i-VTEC for Sale,PKR 38.75 lacs,2017,"106,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-lahore-9302964
143,Toyota Passo 2017 Moda G for Sale,PKR 35 lacs,2017,"57,000 km",Petrol,1000 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/toyota-passo-2017-for-sale-in-lahore-9315153
144,Suzuki Wagon R 2016 VXL for Sale,PKR 21.2 lacs,2016,"68,000 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2016-for-sale-in-lahore-9315152
145,Suzuki Mehran 2019 VX Euro II Limited Edition for Sale,PKR 15 lacs,2019,"65,500 km",Petrol,800 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-lahore-9315143
146,Honda Freed 2013 for Sale,PKR 36.5 lacs,2013,"132,000 km",Hybrid,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-freed-2013-for-sale-in-lahore-9305538
147,Hyundai Elantra 2021 GLS for Sale,PKR 57.65 lacs,2021,"47,000 km",Petrol,2000 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/hyundai-elantra-2021-for-sale-in-lahore-9309695
148,Hyundai Santro 2003 Exec for Sale,PKR 10 lacs,2003,"145,622 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/hyundai-santro-2003-for-sale-in-lahore-9311581
149,Daihatsu Move 2011 Custom X for Sale,PKR 21.25 lacs,2011,"126,000 km",Petrol,660 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/daihatsu-move-2011-for-sale-in-lahore-9315092
150,Hyundai Tucson 2021 FWD A/T GLS Sport for Sale,PKR 70 lacs,2021,"62,000 km",Petrol,2000 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-lahore-8044073
151,Toyota Corolla 2012 Altis 1.6 for Sale,PKR 30.8 lacs,2012,"170,000 km",Petrol,1600 cc,Manual,page 5,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-9315090
152,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 44.95 lacs,2017,"83,760 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9315085
153,Suzuki Alto 2021 VXR for Sale,PKR 26 lacs,2021,"18,000 km",Petrol,660 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9315083
154,Honda City 2005 i-DSI for Sale,PKR 13.5 lacs,2005,"200,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-9315075
155,Mercedes Benz C Class 2021 for Sale,PKR 2.3 crore,2021,"22,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2021-for-sale-in-lahore-9287571
156,Suzuki Alto 2022 VXR for Sale,PKR 24.8 lacs,2022,"28,000 km",Petrol,660 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-9315068
157,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 46.5 lacs,2017,"83,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9134994
158,Mitsubishi Pajero 2004 GLS 2.8D for Sale,PKR 47 lacs,2004,"136,099 km",Diesel,2800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/mitsubishi-pajero-2004-for-sale-in-lahore-9311929
159,Suzuki Alto 2021 L for Sale,PKR 32.9 lacs,2021,"10,700 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9225510
160,Toyota Aqua 2016 G LED Soft Leather Selection for Sale,PKR 40.5 lacs,2016,"80,000 km",Hybrid,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/toyota-aqua-2016-for-sale-in-lahore-9243308
161,Chery Tiggo 8 Pro 2023 1.6 DEX Plus for Sale,PKR 1 crore,2023,"3,300 km",Petrol,1600 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/chery-tiggo-8-pro-2023-for-sale-in-lahore-9314575
162,Mercedes Benz C Class 2007 C200 for Sale,PKR 43.25 lacs,2007,"89,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2007-for-sale-in-lahore-9193667
163,Toyota Fortuner 2020 2.7 VVTi for Sale,PKR 1.27 crore,2020,"37,000 km",Petrol,2700 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/toyota-fortuner-2020-for-sale-in-lahore-9284604
164,Suzuki Wagon R 2017 VXL for Sale,PKR 18.9 lacs,2017,"139,000 km",Petrol,1000 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-lahore-9298436
165,Toyota Corolla 2018 Altis Automatic 1.6 for Sale,PKR 48 lacs,2018,"56,097 km",Petrol,1600 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-9314402
166,Suzuki Xbee 2018 MZ for Sale,PKR 46.25 lacs,2018,"30,764 km",Hybrid,1000 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-xbee-2018-for-sale-in-lahore-9307774
167,KIA Stonic 2021 EX+ for Sale,PKR 42 lacs,2021,"96,000 km",Petrol,1400 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/kia-stonic-2021-for-sale-in-lahore-9314565
168,Suzuki Swift 2022 GLX CVT for Sale,PKR 43.95 lacs,2022,"16,300 km",Petrol,1200 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-lahore-9314529
169,Nissan Bluebird Sylphy 2006 15M Four for Sale,PKR 23 lacs,2006,"119,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/nissan-bluebird-sylphy-2006-for-sale-in-lahore-9310401
170,Suzuki Cultus 2021 VXR for Sale,PKR 28.25 lacs,2021,"46,000 km",Petrol,1000 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-lahore-9315059
171,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.5 lacs,2017,"90,500 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-8848678
172,Suzuki Mehran 1998 VX for Sale,PKR 4.2 lacs,1998,"123,001 km",Petrol,800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-mehran-1998-for-sale-in-lahore-9315056
173,Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 31.85 lacs,2016,"42,700 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-9315029
174,Suzuki Wagon R 2017 VXR for Sale,PKR 18.35 lacs,2017,"155,000 km",Petrol,1000 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-lahore-9315042
175,Suzuki Alto 2022 VXL AGS for Sale,PKR 26 lacs,2022,"35,000 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-9315041
176,Hyundai Tucson 2022 FWD A/T GLS Sport for Sale,PKR 75 lacs,2022,"33,000 km",Petrol,2000 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-9186838
177,Suzuki Alto 2019 VXR for Sale,PKR 20.7 lacs,2019,"65,000 km",Petrol,660 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-lahore-9314964
178,Honda Life 2014 C for Sale,PKR 21.5 lacs,2014,"98,600 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-life-2014-for-sale-in-lahore-9315016
179,Toyota Corolla 9th (E120) Generation 2004 XLi for Sale,PKR 21.5 lacs,2004,"104,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-lahore-9315006
180,Suzuki Mehran 2018 VXR Euro II for Sale,PKR 13.2 lacs,2018,"78,430 km",Petrol,796 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-9314899
181,Suzuki Alto 2006 VXR for Sale,PKR 9.45 lacs,2006,"100,000 km",Petrol,1000 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-lahore-9314989
182,Mercedes Benz CLS Class 2005 CLS500 for Sale,PKR 1.1 crore,2005,"145,000 km",Petrol,5000 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/mercedes-benz-cls-class-2005-for-sale-in-lahore-9314986
183,Suzuki Mehran 2007 VXR (CNG) for Sale,PKR 8.5 lacs,2007,"100,000 km",Petrol,800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-lahore-9314985
184,Honda N One 2013 Premium for Sale,PKR 20.85 lacs,2013,"83,000 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-n-one-2013-for-sale-in-lahore-9314976
185,Honda N Box 2016 G Turbo SS Package for Sale,PKR 24.5 lacs,2016,"55,000 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-n-box-2016-for-sale-in-lahore-9291375
186,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 35 lacs,2018,"71,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-9314969
187,Honda Civic 2017 Turbo 1.5 VTEC CVT for Sale,PKR 52 lacs,2017,"65,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9310538
188,Honda Vezel 2014 Hybrid X L Package for Sale,PKR 45 lacs,2014,"119,985 km",Hybrid,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-lahore-9310834
189,Suzuki Mehran 2017 VXR Euro II for Sale,PKR 11.5 lacs,2017,"82,000 km",Petrol,796 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-9314959
190,Suzuki Swift 2021 DLX Automatic 1.3 Navigation for Sale,PKR 31.85 lacs,2021,"59,000 km",Petrol,1300 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-swift-2021-for-sale-in-lahore-9314956
191,Honda City 2022 1.2L CVT for Sale,PKR 45 lacs,2022,"13,990 km",Petrol,1200 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9314954
192,Suzuki Every 2010 for Sale,PKR 19.5 lacs,2010,"100,000 km",Petrol,660 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-every-2010-for-sale-in-lahore-9026971
193,BMW 2 Series 2002 for Sale,PKR 22 lacs,2002,"100,000 km",Petrol,2400 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/bmw-2-series-2002-for-sale-in-lahore-9314945
194,Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,PKR 19.5 lacs,2008,"180,000 km",Petrol,1800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-9314938
195,Toyota Fortuner 2022 Legender for Sale,PKR 1.72 crore,2022,"39,000 km",Diesel,2800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-fortuner-2022-for-sale-in-lahore-9313596
196,Toyota Vitz 2010 iLL 1.0 for Sale,PKR 24.5 lacs,2010,"135,000 km",Petrol,1000 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-vitz-2010-for-sale-in-lahore-9263149
197,Honda BR-V 2017 i-VTEC S for Sale,PKR 39 lacs,2017,"85,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-lahore-9296458
198,Honda BR-V 2017 i-VTEC for Sale,PKR 38 lacs,2017,"45,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-lahore-9307683
199,MG ZS 2022 1.5L for Sale,PKR 49 lacs,2022,"40,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/mg-zs-2022-for-sale-in-lahore-9291300
200,Toyota Corolla 2016 Altis Automatic 1.6 for Sale,PKR 38.65 lacs,2016,"190,000 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9251641
201,Toyota Prius 2020 A Premium for Sale,PKR 1.03 crore,2020,"42,000 km",Hybrid,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-prius-2020-for-sale-in-lahore-8464255
202,Toyota Corolla 2020 Altis Automatic 1.6 for Sale,PKR 51 lacs,2020,"107,000 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-lahore-9314368
203,Suzuki Alto 2010 VXR for Sale,PKR 11.9 lacs,2010,"82,000 km",Petrol,1000 cc,Manual,page 7,https://www.pakwheels.com/used-cars/suzuki-alto-2010-for-sale-in-lahore-9314363
204,Toyota Corolla 2019 Altis Automatic 1.6 for Sale,PKR 51.5 lacs,2019,"30,000 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-9300478
205,Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale,PKR 37.5 lacs,2020,"54,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-9314288
206,MG HS 2022 Trophy for Sale,PKR 65.75 lacs,2022,"21,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/mg-hs-2022-for-sale-in-lahore-9295576
207,Hyundai Santro 2005 Club for Sale,PKR 8.5 lacs,2005,"124,000 km",Petrol,1000 cc,Manual,page 7,https://www.pakwheels.com/used-cars/hyundai-santro-2005-for-sale-in-lahore-9314928
208,Honda City 2018 1.3 i-VTEC Prosmatec for Sale,PKR 34.5 lacs,2018,"106,000 km",Petrol,1300 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-9266288
209,Toyota Corolla 2015 GLi 1.3 VVTi for Sale,PKR 33.75 lacs,2015,"110,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9314923
210,KIA Picanto 2022 1.0 MT for Sale,PKR 30.45 lacs,2022,"13,000 km",Petrol,1000 cc,Manual,page 7,https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-lahore-9314916
211,Honda N Wgn 2017 for Sale,PKR 21.5 lacs,2017,"150,000 km",Petrol,660 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-n-wgn-2017-for-sale-in-lahore-9314915
212,Suzuki Cultus 2022 Auto Gear Shift for Sale,PKR 35 lacs,2022,"28,000 km",Petrol,1000 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-lahore-9314913
213,Changan Karvaan 2022 Plus for Sale,PKR 25.5 lacs,2022,"48,000 km",Petrol,1000 cc,Manual,page 7,https://www.pakwheels.com/used-cars/changan-karvaan-2022-for-sale-in-lahore-9183273
214,Haval Jolion 2021 Top for Sale,PKR 71 lacs,2021,"40,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/haval-jolion-2021-for-sale-in-lahore-9082344
215,Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,PKR 55.75 lacs,2019,"100,369 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-9314829
216,Honda Civic 2018 1.8 i-VTEC CVT for Sale,PKR 51.7 lacs,2018,"108,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9314892
217,Honda N Box 2014 G for Sale,PKR 25 lacs,2014,"82,000 km",Petrol,660 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-n-box-2014-for-sale-in-lahore-8982840
218,Honda Civic 2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 48 lacs,2016,"93,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-9014237
219,Honda City 2005 i-DSI Vario for Sale,PKR 13.75 lacs,2005,"280,000 km",Petrol,1300 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-9314858
220,Daihatsu Boon 2014 for Sale,PKR 27.75 lacs,2014,"110,000 km",Petrol,1000 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/daihatsu-boon-2014-for-sale-in-lahore-8664447
221,Toyota Vitz 2017 F Safety 1.0 for Sale,PKR 40 lacs,2017,"92,000 km",Petrol,1000 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-vitz-2017-for-sale-in-lahore-8806985
222,Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,PKR 46.5 lacs,2015,"85,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9249651
223,KIA Picanto 2021 1.0 AT for Sale,PKR 34 lacs,2021,"40,000 km",Petrol,1000 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-9314856
224,KIA Sportage 2022 Alpha for Sale,PKR 58 lacs,2022,"64,345 km",Petrol,2000 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-lahore-9225765
225,Suzuki Alto 2021 VX for Sale,PKR 23.25 lacs,2021,"40,000 km",Petrol,660 cc,Manual,page 7,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9281790
226,Honda City 6th Generation 2021 1.2L CVT for Sale,PKR 45 lacs,2021,"6,400 km",Petrol,1200 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-9314844
227,Suzuki Alto 2006 VXR for Sale,PKR 8.9 lacs,2006,"60,000 km",Petrol,1000 cc,Manual,page 7,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-lahore-9314841
228,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.5 lacs,2017,"76,500 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9314840
229,Daihatsu Move 2023 for Sale,PKR 32.5 lacs,2023,"53,000 km",Petrol,660 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/daihatsu-move-2023-for-sale-in-lahore-9192657
230,Toyota Mark X 2005 for Sale,PKR 48.9 lacs,2005,"150,000 km",Petrol,2500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-mark-x-2005-for-sale-in-lahore-9314818
231,Daihatsu Mira 2020 LSA 3 for Sale,PKR 30.5 lacs,2020,"12,714 km",Petrol,660 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/daihatsu-mira-2020-for-sale-in-lahore-9102331
232,Suzuki Swift 2012 DLX 1.3 for Sale,PKR 18.9 lacs,2012,"86,000 km",Petrol,1300 cc,Manual,page 8,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-lahore-9279495
233,Suzuki Cultus 2009 VXLi for Sale,PKR 11.6 lacs,2009,"95,000 km",Petrol,1000 cc,Manual,page 8,https://www.pakwheels.com/used-cars/suzuki-cultus-2009-for-sale-in-lahore-9254332
234,Audi A4 2017 1.4 TFSI for Sale,PKR 1.17 crore,2017,"48,000 km",Petrol,1400 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/audi-a4-2017-for-sale-in-lahore-9314178
235,Toyota Yaris Hatchback 2020 for Sale,PKR 47.5 lacs,2020,"80,000 km",Petrol,1000 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2020-for-sale-in-lahore-9314283
236,Toyota Vitz 2019 F Safety 1.0 for Sale,PKR 42 lacs,2019,"70,000 km",Petrol,1000 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/toyota-vitz-2019-for-sale-in-lahore-9102885
237,Toyota Vitz 2018 1.0F Safety Edition III for Sale,PKR 37.95 lacs,2018,"57,000 km",Petrol,1000 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9238277
238,Suzuki Cultus 2022 VXR for Sale,PKR 31.45 lacs,2022,"28,000 km",Petrol,1000 cc,Manual,page 8,https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-lahore-9306609
239,Suzuki Wagon R 2016 FX for Sale,PKR 22.45 lacs,2016,"67,000 km",Petrol,660 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2016-for-sale-in-lahore-9314247
240,KIA Picanto 2022 1.0 AT for Sale,PKR 32.75 lacs,2022,"18,000 km",Petrol,1000 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-lahore-9281119
241,Honda Civic 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.25 lacs,2011,"130,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-lahore-9303515
242,Toyota Yaris 2021 GLI MT 1.3 for Sale,PKR 40 lacs,2021,"29,774 km",Petrol,1300 cc,Manual,page 8,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-lahore-9303637
243,Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,PKR 36.95 lacs,2017,"109,500 km",Petrol,1300 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9284621
244,Honda Civic 2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 48 lacs,2016,"92,500 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-9314819
